"Latitude"	"Longitude"	"Elevation"	"Speed"	"Heading"	"Ax"	"Ay"	"Az"	"Yawrate"	"GentimeSec"	"ID"
42.28524	-83.73527	208.6	9.18	214.65	0.82	9.94	0	0	351281676.2	"ID1800191912281155521"
42.28524	-83.73527	208.6	9.28	213.9625	0.82	9.94	0	0	351281676.3	"ID1800191912281155521"
42.28523	-83.73528	208.7	9.36	217.025	0.82	9.94	0	0	351281676.4	"ID1800191912281155521"
42.28522	-83.73528	208.7	9.44	217.125	0.82	9.94	0	0	351281676.5	"ID1800191912281155521"
42.28522	-83.73529	208.7	9.46	216.6875	0.61	9.94	0	0	351281676.6	"ID1800191912281155521"
42.28519	-83.73532	208.8	9.72	213.375	0.77	9.94	0	0	351281677	"ID1800191912281155521"
42.28518	-83.73532	208.8	9.8	212.7625	0.77	9.94	0	0	351281677.1	"ID1800191912281155521"
42.28517	-83.73533	208.8	9.72	213.15	0.26	9.94	0	0	351281677.2	"ID1800191912281155521"
42.28517	-83.73534	208.8	9.74	212.725	0.26	9.94	0	0	351281677.3	"ID1800191912281155521"
42.28516	-83.73534	208.8	9.92	215.875	0.73	9.94	0	0	351281677.4	"ID1800191912281155521"
42.28515	-83.73535	208.8	10	216.2125	0.73	9.94	0	0	351281677.5	"ID1800191912281155521"
42.28514	-83.73536	208.9	10	214.725	0.55	9.94	0	0	351281677.6	"ID1800191912281155521"
42.28514	-83.73537	208.9	10.08	214.675	0.55	9.94	0	0	351281677.7	"ID1800191912281155521"
42.28513	-83.73537	208.9	10.14	213.7625	0.59	9.94	0	0	351281677.8	"ID1800191912281155521"
42.28508	-83.73541	209	10.42	211.7375	0.51	9.94	0	0	351281678.4	"ID1800191912281155521"
42.28507	-83.73542	209	10.48	211.5	0.51	9.94	0	0	351281678.5	"ID1800191912281155521"
42.28506	-83.73543	209.1	10.52	210.8875	0.49	9.94	0	0	351281678.6	"ID1800191912281155521"
42.28506	-83.73544	209.1	10.58	210.55	0.49	9.94	0	0	351281678.7	"ID1800191912281155521"
42.28505	-83.73544	209.1	10.56	211.55	0.28	9.94	0	0	351281678.8	"ID1800191912281155521"
42.28504	-83.73545	209.1	10.58	211.4875	0.28	9.94	0	0	351281678.9	"ID1800191912281155521"
42.28503	-83.73545	209.2	10.7	211.4875	0.53	9.94	0	0	351281679	"ID1800191912281155521"
42.28502	-83.73547	209.2	10.8	210.25	0.55	9.94	0	0	351281679.2	"ID1800191912281155521"
42.28501	-83.73547	209.2	10.88	209.95	0.55	9.94	0	0	351281679.3	"ID1800191912281155521"
42.28509	-83.73534	221	8.44	30.5	-1.78	20.01	0	3.53	351287532.5	"ID18001919124257925415"
42.28517	-83.73527	220.7	6.82	34.6125	-1.29	20.01	0	2.06	351287533.9	"ID18001919124257925415"
42.28517	-83.73527	220.7	6.8	35.1	-1.2	20.01	0	2.05	351287534	"ID18001919124257925415"
42.28518	-83.73526	220.7	6.5	35.3625	-1.42	20.01	0	2.15	351287534.1	"ID18001919124257925415"
42.28518	-83.73525	220.6	6.3	36	-1.59	20.01	0	3.03	351287534.2	"ID18001919124257925415"
42.28522	-83.73522	220.6	4.5	37	-2.02	20.01	0	0.62	351287535.1	"ID18001919124257925415"
42.28527	-83.73516	220.2	1.48	39.9375	1.21	20.01	0	-0.85	351287541.7	"ID18001919124257925415"
42.2853	-83.73513	220.1	3.98	34.7125	1.68	20.01	0	-8.28	351287543.1	"ID18001919124257925415"
42.28531	-83.73513	220.1	4.4	30.55	1.54	20.01	0	-13	351287543.4	"ID18001919124257925415"
42.28533	-83.73512	220.1	5.02	22.7	1.28	20.01	0	-16.07	351287543.9	"ID18001919124257925415"
42.28535	-83.73512	220.1	5.54	15.45	1.29	20.01	0	-18.09	351287544.3	"ID18001919124257925415"
42.28544	-83.735	209.7	7.18	228.55	0.75	9.94	0	0	351296260	"ID18001919126717715388"
42.28543	-83.73501	209.7	7.26	228.5	0.75	9.94	0	0	351296260.1	"ID18001919126717715388"
42.28543	-83.73502	209.7	7.08	227.3625	0.16	9.94	0	0	351296260.2	"ID18001919126717715388"
42.28543	-83.73502	209.7	7.24	227.175	0.65	9.94	0	0	351296260.3	"ID18001919126717715388"
42.28542	-83.73502	209.7	7.32	226.9375	0.65	9.94	0	0	351296260.4	"ID18001919126717715388"
42.28542	-83.73503	209.7	7.3	227.3	0.36	9.94	0	0	351296260.5	"ID18001919126717715388"
42.2854	-83.73505	209.7	7.36	226.5125	0.22	9.94	0	0	351296260.8	"ID18001919126717715388"
42.28537	-83.73511	209.7	7.66	224.75	0.18	9.94	0	0	351296261.6	"ID18001919126717715388"
42.28535	-83.73512	209.8	7.86	225.5	0.57	9.94	0	0	351296261.8	"ID18001919126717715388"
42.28534	-83.73515	209.8	7.98	226.5125	0.44	9.94	0	0	351296262.2	"ID18001919126717715388"
42.28533	-83.73515	209.8	8.02	226.575	0.44	9.94	0	0	351296262.3	"ID18001919126717715388"
42.28533	-83.73516	209.8	7.98	224.725	0.24	9.94	0	0	351296262.4	"ID18001919126717715388"
42.28532	-83.73517	209.7	8.06	225.25	0.4	9.94	0	0	351296262.5	"ID18001919126717715388"
42.28532	-83.73518	209.7	8.1	225.1375	0.4	9.94	0	0	351296262.6	"ID18001919126717715388"
42.28531	-83.73518	209.7	8.14	225.025	0.4	9.94	0	0	351296262.7	"ID18001919126717715388"
42.28531	-83.73519	209.7	8.4	222.7625	0.9	9.94	0	0	351296262.8	"ID18001919126717715388"
42.2853	-83.7352	209.7	8.5	222.2625	0.9	9.94	0	0	351296262.9	"ID18001919126717715388"
42.28529	-83.7352	209.7	8.42	223.4125	0.55	9.94	0	0	351296263	"ID18001919126717715388"
42.28529	-83.73521	209.7	8.74	222.6125	1.41	9.94	0	0	351296263.1	"ID18001919126717715388"
42.28528	-83.73521	209.7	8.9	222.25	1.41	9.94	0	0	351296263.2	"ID18001919126717715388"
42.28527	-83.73522	209.7	9.06	221.8875	1.41	9.94	0	0	351296263.3	"ID18001919126717715388"
42.28527	-83.73524	209.6	8.86	226.1125	0.65	9.94	0	0	351296263.4	"ID18001919126717715388"
42.28527	-83.73524	209.6	8.94	225.5625	0.73	9.94	0	0	351296263.5	"ID18001919126717715388"
42.28526	-83.73525	209.6	9.1	223.55	0.73	9.94	0	0	351296263.7	"ID18001919126717715388"
42.28525	-83.73526	209.6	9.18	223.2625	0.73	9.94	0	0	351296263.8	"ID18001919126717715388"
42.28524	-83.73527	209.7	9.44	223.0625	1.33	9.94	0	0	351296263.9	"ID18001919126717715388"
42.28524	-83.73528	209.7	9.58	222.7875	1.33	9.94	0	0	351296264	"ID18001919126717715388"
42.28523	-83.73528	209.7	9.44	220.5875	0.49	9.94	0	0	351296264.1	"ID18001919126717715388"
42.28522	-83.73529	209.7	9.5	219.8625	0.49	9.94	0	0	351296264.2	"ID18001919126717715388"
42.28519	-83.73534	209.8	9.92	219.1625	0.8	9.94	0	0	351296264.7	"ID18001919126717715388"
42.28518	-83.73534	209.8	10	218.725	0.8	9.94	0	0	351296264.8	"ID18001919126717715388"
42.28518	-83.73535	209.9	10.04	217.775	0.67	9.94	0	0	351296264.9	"ID18001919126717715388"
42.28517	-83.73536	209.9	10.12	217.2	0.67	9.94	0	0	351296265	"ID18001919126717715388"
42.28516	-83.73536	209.9	10.12	217.2375	0.51	9.94	0	0	351296265.1	"ID18001919126717715388"
42.28515	-83.73537	209.9	10.18	216.775	0.51	9.94	0	0	351296265.2	"ID18001919126717715388"
42.28514	-83.73537	210	10.24	215.7375	0.51	9.94	0	0	351296265.3	"ID18001919126717715388"
42.28514	-83.73538	210	10.3	215.125	0.51	9.94	0	0	351296265.4	"ID18001919126717715388"
42.28513	-83.73539	210.1	10.54	216.25	1.15	9.94	0	0	351296265.5	"ID18001919126717715388"
42.28512	-83.7354	210.1	10.66	215.975	1.15	9.94	0	0	351296265.6	"ID18001919126717715388"
42.28511	-83.7354	210.2	10.48	215.0625	0.22	9.94	0	0	351296265.7	"ID18001919126717715388"
42.28511	-83.73541	210.2	10.5	214.6375	0.22	9.94	0	0	351296265.8	"ID18001919126717715388"
42.2851	-83.73542	210.3	10.68	213.2875	0.71	9.94	0	0	351296265.9	"ID18001919126717715388"
42.28509	-83.73543	210.3	10.76	212.6375	0.71	9.94	0	0	351296266	"ID18001919126717715388"
42.28508	-83.73544	210.3	10.84	212	0.71	9.94	0	0	351296266.1	"ID18001919126717715388"
42.28781	-83.7418	209.2	14.14	55.3375	-0.03	20.01	-0.02	0.01	351277523	"ID18002919002212931355"
42.28816	-83.74112	205.7	13.84	55.35	-0.24	20.01	0	-0.32	351277527.8	"ID18002919002212931355"
42.28817	-83.7411	205.6	13.8	55.2375	-0.26	20.01	0	-0.46	351277527.9	"ID18002919002212931355"
42.28817	-83.74109	205.5	13.78	55.2125	-0.27	20.01	0	-0.48	351277528	"ID18002919002212931355"
42.28831	-83.74084	204	13.32	54.6625	-0.24	20.01	0	-0.36	351277529.9	"ID18002919002212931355"
42.28831	-83.74082	203.9	13.24	54.6625	-0.28	20.01	0	-0.33	351277530	"ID18002919002212931355"
42.28833	-83.7408	203.8	13.16	54.7125	-0.35	20.01	0	-0.08	351277530.2	"ID18002919002212931355"
42.28933	-83.73885	202.8	10.04	55.2	0.18	20.01	0	-1.5	351277549.5	"ID18002919002212931355"
42.28939	-83.73875	202.8	10.32	53.9375	0.3	20.01	0	-1.34	351277550.6	"ID18002919002212931355"
42.29171	-83.73439	205.9	10.38	54.5125	1.4	20.01	0	-0.78	351277605	"ID18002919002212931355"
42.29181	-83.7342	206.6	11.74	54.7375	0.55	20.01	0	0.39	351277606.7	"ID18002919002212931355"
42.29182	-83.73418	206.8	11.88	54.1	0.53	20.01	0	-1.54	351277606.9	"ID18002919002212931355"
42.29183	-83.73415	206.9	11.92	54.7	0.38	20.01	0	-0.99	351277607.1	"ID18002919002212931355"
42.29185	-83.73412	207.1	11.88	55.325	0.19	20.01	0	1.34	351277607.4	"ID18002919002212931355"
42.29185	-83.7341	207.2	11.96	54.5	0.22	20.01	0	0.39	351277607.5	"ID18002919002212931355"
42.29247	-83.73293	213.7	11.42	54.9625	0.55	20.01	0	-0.48	351277619.5	"ID18002919002212931355"
42.29248	-83.7329	213.9	11.36	54.95	0.37	20.01	0	-0.78	351277619.7	"ID18002919002212931355"
42.29248	-83.73289	213.9	11.4	54.575	0.28	20.01	0	-0.96	351277619.8	"ID18002919002212931355"
42.29249	-83.73288	214	11.52	54.35	0.37	20.01	0	-1.3	351277619.9	"ID18002919002212931355"
42.2882	-83.73457	200.5	15.78	117.65	-0.05	20.01	-0.04	-0.29	351277140.5	"ID1800291900222313234"
42.2882	-83.73455	200.5	15.66	118.1875	-0.19	20.01	-0.02	0.58	351277140.6	"ID1800291900222313234"
42.28818	-83.73452	200.4	15.64	117.7	-0.2	20.01	0	-0.12	351277140.8	"ID1800291900222313234"
42.28801	-83.73409	200	15.14	120.1	-0.33	20.01	-0.02	1.42	351277143.4	"ID1800291900222313234"
42.28792	-83.73391	200.5	14.78	122.1125	-0.5	20.01	0	2.23	351277144.6	"ID1800291900222313234"
42.28792	-83.73389	200.5	14.86	122	-0.33	20.01	0	1.43	351277144.7	"ID1800291900222313234"
42.28791	-83.73388	200.7	14.84	121.9625	-0.24	20.01	0	0.68	351277144.8	"ID1800291900222313234"
42.2879	-83.73386	200.7	14.68	122.0125	-0.42	20.01	0	0.27	351277144.9	"ID1800291900222313234"
42.28789	-83.73383	200.9	14.72	122.0875	-0.3	20.01	0	0.26	351277145.1	"ID1800291900222313234"
42.28782	-83.7337	200.9	14.38	125.1375	-0.32	20.01	-0.04	5.15	351277146	"ID1800291900222313234"
42.2878	-83.73366	200.8	14.16	125.05	-0.51	20.01	-0.06	2.64	351277146.3	"ID1800291900222313234"
42.28776	-83.73359	201	13.94	127.0625	-0.58	20.01	0	4.16	351277146.8	"ID1800291900222313234"
42.28775	-83.73356	201	13.9	128.5875	-0.41	20.01	0	5.85	351277147	"ID1800291900222313234"
42.28771	-83.73351	201.3	13.52	129.35	-0.79	20.01	0	4.04	351277147.4	"ID1800291900222313234"
42.2877	-83.7335	201.3	13.5	130.15	-0.75	20.01	0	4.77	351277147.5	"ID1800291900222313234"
42.28769	-83.73347	201.5	13.4	130.75	-0.68	20.01	0	4.21	351277147.7	"ID1800291900222313234"
42.28766	-83.73344	201.5	13.2	132.55	-0.63	20.01	0	5.54	351277148	"ID1800291900222313234"
42.28765	-83.73343	201.7	13.14	132.7125	-0.6	20.01	0	4.91	351277148.1	"ID1800291900222313234"
42.28765	-83.73341	201.7	13.2	133.6375	-0.44	20.01	0	5.44	351277148.2	"ID1800291900222313234"
42.28759	-83.73335	202.3	12.96	136.05	-0.33	20.01	0	4.49	351277148.8	"ID1800291900222313234"
42.28756	-83.73331	202.7	13.06	137.6	0.07	20.01	0	3.71	351277149.2	"ID1800291900222313234"
42.28751	-83.73325	203.2	12.88	139.7125	-0.09	20.01	0	3.08	351277149.8	"ID1800291900222313234"
42.2875	-83.73324	203.3	12.88	140.55	-0.08	20.01	0	3.96	351277149.9	"ID1800291900222313234"
42.28749	-83.73323	203.4	12.88	140.775	-0.04	20.01	0	4.05	351277150	"ID1800291900222313234"
42.28748	-83.73322	203.5	12.88	141.375	-0.03	20.01	0	4.47	351277150.1	"ID1800291900222313234"
42.28747	-83.73321	203.5	12.88	141.8625	-0.01	20.01	0	4.77	351277150.2	"ID1800291900222313234"
42.28746	-83.7332	203.7	12.86	142.5375	-0.04	20.01	0	5.29	351277150.3	"ID1800291900222313234"
42.28744	-83.73318	203.9	12.84	143.9125	-0.04	20.01	0	6.3	351277150.5	"ID1800291900222313234"
42.28737	-83.73312	204.4	12.8	147.8375	-0.09	20.01	0	5.39	351277151.2	"ID1800291900222313234"
42.28736	-83.73312	204.5	12.82	148.4625	-0.06	20.01	-0.02	5.36	351277151.3	"ID1800291900222313234"
42.28735	-83.73311	204.5	12.78	148.875	-0.07	20.01	0	5.09	351277151.4	"ID1800291900222313234"
42.28734	-83.7331	204.7	12.76	149	-0.12	20.01	0	4.22	351277151.5	"ID1800291900222313234"
42.28732	-83.73309	204.8	12.74	149.7	-0.1	20.01	0	3.39	351277151.7	"ID1800291900222313234"
42.2873	-83.73307	205	12.7	150.4875	-0.15	20.01	0	3.29	351277151.9	"ID1800291900222313234"
42.28728	-83.73306	205.2	12.66	150.75	-0.17	20.01	0	2.61	351277152.1	"ID1800291900222313234"
42.28727	-83.73305	205.3	12.62	150.95	-0.21	20.01	0	2.1	351277152.2	"ID1800291900222313234"
42.28726	-83.73304	205.3	12.56	151.025	-0.3	20.01	0	1.59	351277152.3	"ID1800291900222313234"
42.28725	-83.73303	205.4	12.52	151.3	-0.35	20.01	0	1.55	351277152.4	"ID1800291900222313234"
42.28724	-83.73302	205.5	12.42	151.1625	-0.46	20.01	0	0.98	351277152.5	"ID1800291900222313234"
42.28723	-83.73302	205.5	12.42	151.4	-0.44	20.01	0	0.95	351277152.6	"ID1800291900222313234"
42.28722	-83.73301	205.7	12.3	151.4625	-0.53	20.01	0	0.89	351277152.7	"ID1800291900222313234"
42.28721	-83.733	205.7	12.22	151.675	-0.59	20.01	0	1.09	351277152.8	"ID1800291900222313234"
42.2872	-83.73299	205.8	12.18	151.8375	-0.6	20.01	0	1.29	351277152.9	"ID1800291900222313234"
42.28719	-83.73299	205.9	12.04	151.85	-0.73	20.01	0	1.18	351277153	"ID1800291900222313234"
42.28719	-83.73298	206	11.94	152.2	-0.81	20.01	0	1.55	351277153.1	"ID1800291900222313234"
42.28717	-83.73298	206	11.94	151.9875	-0.73	20.01	0	1.02	351277153.2	"ID1800291900222313234"
42.28717	-83.73297	206	11.74	152.05	-0.86	20.01	0	0.7	351277153.3	"ID1800291900222313234"
42.28716	-83.73296	206.2	11.7	152.4875	-0.87	20.01	0	1.24	351277153.4	"ID1800291900222313234"
42.28714	-83.73295	206.3	11.46	152.7	-0.99	20.01	0	1.34	351277153.6	"ID1800291900222313234"
42.28713	-83.73294	206.4	11.4	152.525	-0.93	20.01	-0.02	0.96	351277153.7	"ID1800291900222313234"
42.28712	-83.73293	206.5	11.24	152.7625	-1	20.01	0	1.05	351277153.8	"ID1800291900222313234"
42.28711	-83.73293	206.5	11.16	152.95	-1.01	20.01	0	1.26	351277153.9	"ID1800291900222313234"
42.2871	-83.73293	206.5	11.06	152.975	-1	20.01	0	1.16	351277154	"ID1800291900222313234"
42.28709	-83.73292	206.7	10.96	153.175	-0.98	20.01	0	1.27	351277154.1	"ID1800291900222313234"
42.28708	-83.73291	206.8	10.76	153.95	-0.98	20.01	-0.02	2.57	351277154.3	"ID1800291900222313234"
42.28707	-83.7329	206.9	10.72	154.025	-0.93	20.01	0	2.47	351277154.4	"ID1800291900222313234"
42.28706	-83.73289	206.9	10.54	154.2375	-1.03	20.01	0	2.35	351277154.5	"ID1800291900222313234"
42.28705	-83.73289	207	10.46	154.725	-1.03	20.01	0	2.78	351277154.6	"ID1800291900222313234"
42.28704	-83.73289	207	10.34	154.45	-1.05	20.01	0	1.91	351277154.7	"ID1800291900222313234"
42.28703	-83.73288	207	10.28	155.2	-1.01	20.01	0	2.57	351277154.8	"ID1800291900222313234"
42.28703	-83.73287	207.2	10.02	155.125	-1.22	20.01	0	2.25	351277154.9	"ID1800291900222313234"
42.28702	-83.73287	207.3	9.92	155.55	-1.25	20.01	0	2.5	351277155	"ID1800291900222313234"
42.28701	-83.73286	207.3	9.64	156.2125	-1.5	20.01	0	3.42	351277155.1	"ID1800291900222313234"
42.287	-83.73286	207.4	9.56	156	-1.49	20.01	0	2.77	351277155.2	"ID1800291900222313234"
42.28699	-83.73286	207.4	9.2	156.375	-1.79	20.01	0	2.66	351277155.3	"ID1800291900222313234"
42.28699	-83.73285	207.5	9.06	155.875	-1.85	20.01	0	1.1	351277155.4	"ID1800291900222313234"
42.28698	-83.73285	207.5	8.8	156.2875	-2	20.01	-0.02	0.92	351277155.5	"ID1800291900222313234"
42.28697	-83.73284	207.5	8.6	157.15	-2.04	20.01	0	2.33	351277155.6	"ID1800291900222313234"
42.28696	-83.73284	207.5	8.34	156.9625	-2.14	20.01	-0.02	2.22	351277155.7	"ID1800291900222313234"
42.28696	-83.73283	207.7	8.22	157.0125	-2.04	20.01	0	1.82	351277155.8	"ID1800291900222313234"
42.28695	-83.73283	207.7	7.86	156.9125	-2.23	20.01	0	1.08	351277155.9	"ID1800291900222313234"
42.28695	-83.73283	207.8	7.86	157.025	-1.99	20.01	0	0.71	351277156	"ID1800291900222313234"
42.28694	-83.73283	207.9	7.56	158.05	-2.04	20.01	0	2.38	351277156.1	"ID1800291900222313234"
42.28693	-83.73282	207.9	7.34	157.7625	-2.07	20.01	0	2.2	351277156.2	"ID1800291900222313234"
42.28693	-83.73282	207.9	7.22	157.45	-1.97	20.01	0	1.07	351277156.3	"ID1800291900222313234"
42.28692	-83.73282	208	6.76	158.7375	-2.31	20.01	0	2.8	351277156.4	"ID1800291900222313234"
